club_country_code,target_league,team,team_code,group,player,position,club,current_source_status,recommended_sources,notes
KSA,Saudi Pro League,Portugal,POR,K,Rúben RUBEN NEVES,MF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Portugal,POR,K,Cristiano CRISTIANO RONALDO,FW,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Ali ALI MAJRASHI,DF,Al Ahli FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Feras FERAS ALBRIKAN,FW,Al Ahli FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Ziyad ZIYAD ALJOHANI,MF,Al Ahli FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Khalid KHALID ALGHANNAM,FW,Al Ettifaq FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Ali ALI LAJAMI,DF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Hassan HASSAN ALTAMBAKTI,DF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Mohamed MOHAMED KANNO,MF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Moteb MOTEB ALHARBI,DF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Nasser NASSER ALDAWSARI,MF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Salem SALEM ALDAWSARI,FW,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Sultan SULTAN MANDASH,FW,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Hassan HASSAN KADISH,DF,Al Ittihad (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Saleh SALEH ALSHEHRI,FW,Al Ittihad (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Abdulelah ABDULELAH ALAMRI,DF,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Abdullah ABDULLAH ALHAMDDAN,FW,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Abdullah ABDULLAH ALKHAIBARI,MF,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Aiman AIMAN YAHYA,FW,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Nawaf NAWAF ALAQIDI,GK,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Nawaf NAWAF BU WASHL,DF,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Ahmed AHMED ALKASSAR,GK,Al Qadsiah FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Jehad JEHAD THIKRI,DF,Al Qadsiah FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Mohammed MOHAMMED ABU ALSHAMAT,DF,Al Qadsiah FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Musab MUSAB ALJUWAYR,MF,Al Qadsiah FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Mohammed MOHAMMED ALOWAIS,GK,Al Ula Saudi FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Saudi Arabia,KSA,H,Ala ALA ALHAJJI,MF,Neom SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Scotland,SCO,C,Jack HENDRY,DF,Al Ettifaq FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Senegal,SEN,I,Edouard MENDY,GK,Al Ahli FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Senegal,SEN,I,Kalidou KOULIBALY,DF,Al Hilal SC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Senegal,SEN,I,Sadio MANE,FW,Al Nassr FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
KSA,Saudi Pro League,Turkey,TUR,D,Merih DEMIRAL,DF,Al Ahli FC (KSA),partial,FotMob / PlayerStats.football / Transfermarkt,"FotMob pages expose player xG snippets, but batch API and SofaScore tooling failed in this environment."
NED,Eredivisie,Algeria,ALG,J,Ramiz ZERROUKI,MF,FC Twente (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Australia,AUS,D,Jordan BOS,DF,Feyenoord Rotterdam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Australia,AUS,D,Ajdin HRUSTIC,FW,SC Heracles Almelo (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Austria,AUT,J,Paul WANNER,MF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Bosnia and Herzegovina,BIH,B,Esmir BAJRAKTAREVIC,FW,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Cape Verde,CPV,H,Jamiro JAMIRO MONTEIRO,MF,PEC Zwolle (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Croatia,CRO,L,Josip SUTALO,DF,AFC Ajax (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Croatia,CRO,L,Ivan PERISIC,FW,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Kevin FELIDA,MF,FC Den Bosch (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Brandley KUWAS,FW,FC Volendam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Juninho BACUNA,MF,FC Volendam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Deveron FONVILLE,DF,NEC Nijmegen (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Sherel FLORANUS,DF,PEC Zwolle (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Armando OBISPO,DF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Godfried ROEMERATOE,MF,RKC Waalwijk (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Roshon VAN EIJMA,DF,RKC Waalwijk (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Tyrese NOSLIN,FW,SC Telstar (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Tyrick BODAK,GK,SC Telstar (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Shurandy SAMBO,DF,Sparta Rotterdam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Curacao,CUW,E,Trevor DOORNBUSCH,GK,VVV Venlo (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Haiti,HAI,C,Ruben PROVIDENCE,FW,Almere City FC (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Iraq,IRQ,I,Zidane ZIDANE IQBAL,MF,FC Utrecht (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Japan,JPN,F,Kou ITAKURA,DF,AFC Ajax (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Japan,JPN,F,Takehiro TOMIYASU,DF,AFC Ajax (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Japan,JPN,F,Ayase UEDA,FW,Feyenoord Rotterdam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Japan,JPN,F,Tsuyoshi WATANABE,DF,Feyenoord Rotterdam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Japan,JPN,F,Koki OGAWA,FW,NEC Nijmegen (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Mexico,MEX,A,Mateo CHAVEZ,DF,AZ Alkmaar (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Morocco,MAR,C,Anass SALAH EDDINE,DF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Morocco,MAR,C,Ismael SAIBARI,MF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Netherlands,NED,F,Wout WEGHORST,FW,AFC Ajax (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,Netherlands,NED,F,Guus TIL,MF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,New Zealand,NZL,G,Ryan THOMAS,MF,PEC Zwolle (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,South Korea,KOR,A,Inbeom HWANG,MF,Feyenoord Rotterdam (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,USA,USA,D,Ricardo PEPI,FW,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
NED,Eredivisie,USA,USA,D,Sergino DEST,DF,PSV Eindhoven (NED),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Eredivisie xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Argentina,ARG,J,Nicolas OTAMENDI,DF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Belgium,BEL,G,Zeno DEBAST,DF,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Jovane JOVANE CABRAL,MF,CF Estrela Da Amadora (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Josimar VOZINHA,GK,GD Chaves (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Jair YANNICK SEMEDO,MF,SC Farense (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Ianique STOPIRA,DF,SCU Torreense (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Sidny SIDNY LOPES CABRAL,DF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Cape Verde,CPV,H,Telmo TELMO ARCANJO,MF,Vitória SC (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Colombia,COL,K,Richard RIOS,MF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Colombia,COL,K,Luis SUAREZ,FW,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Czechia,CZE,A,Lukas HORNICEK,GK,SC Braga (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Haiti,HAI,C,Leverton PIERRE,MF,FC Vizela (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Haiti,HAI,C,Yassin FORTUNE,FW,FC Vizela (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
