confederation,competition,season,rank_by_xg,team,matches_played,xg_per_match,xga_per_match,xgd_per_match,goals_for_per_match,goals_against_per_match,xg_vs_actual_per_match,source,source_url,data_status,last_verified,notes
UEFA,WC Qualification Europe,2026,11,Germany,6,2.01,0.72,1.29,2.67,0.5,0.66,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,12,Wales,9,1.95,1.02,0.93,2.44,1.33,0.49,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,13,Czech Republic,10,1.89,1.16,0.73,2.2,1.2,0.31,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,14,Poland,10,1.85,1.15,0.7,1.8,1.1,-0.05,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,15,Austria,8,1.76,0.93,0.83,2.75,0.5,0.99,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,16,Greece,6,1.73,1.3,0.43,1.67,2.0,-0.06,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,17,Israel,8,1.73,1.47,0.26,2.38,2.5,0.65,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,18,Bosnia and Herzegovina,10,1.72,1.19,0.53,1.9,0.9,0.18,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,19,Montenegro,8,1.6,1.64,-0.04,1.0,2.13,-0.6,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,20,Serbia,8,1.58,1.18,0.4,1.13,1.25,-0.45,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,21,Cyprus,8,1.57,1.31,0.26,1.38,1.38,-0.19,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,22,Romania,9,1.52,1.06,0.46,2.11,1.22,0.59,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,23,Turkey,8,1.51,1.4,0.11,2.38,1.5,0.87,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,24,Switzerland,6,1.46,0.76,0.7,2.33,0.33,0.87,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,25,Hungary,6,1.43,1.63,-0.2,1.83,1.67,0.4,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,26,Kazakhstan,8,1.42,1.77,-0.35,1.13,1.63,-0.29,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,27,Republic of Ireland,7,1.41,1.83,-0.42,1.57,1.29,0.16,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,28,Scotland,6,1.32,1.66,-0.34,2.17,1.17,0.85,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,29,Ukraine,7,1.31,1.37,-0.06,1.57,2.0,0.26,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,30,Georgia,6,1.28,1.29,-0.01,1.17,2.5,-0.11,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,31,Iceland,6,1.24,1.45,-0.21,2.17,1.83,0.93,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,32,Slovakia,7,1.2,1.41,-0.21,1.29,1.71,0.09,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,33,Sweden,8,1.18,1.41,-0.23,1.25,1.88,0.07,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,34,FYR Macedonia,9,1.14,1.62,-0.48,1.44,1.56,0.3,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,35,Albania,9,1.12,1.15,-0.03,0.89,0.78,-0.23,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,36,Kosovo,8,1.08,1.4,-0.32,1.25,1.13,0.17,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,37,Moldova,8,1.06,2.55,-1.49,0.63,4.0,-0.43,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,38,Northern Ireland,7,1.04,1.33,-0.29,1.0,1.14,-0.04,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,39,Belarus,6,1.03,2.39,-1.36,0.67,2.83,-0.36,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,40,Malta,8,1.01,1.97,-0.96,0.5,2.38,-0.51,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,41,Lithuania,8,0.97,1.66,-0.69,0.75,1.88,-0.22,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,42,Slovenia,6,0.94,1.24,-0.3,0.5,1.33,-0.44,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,43,Luxembourg,6,0.87,1.61,-0.74,0.17,2.17,-0.7,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,44,Armenia,6,0.84,2.1,-1.26,0.5,3.17,-0.34,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,45,Latvia,8,0.8,1.87,-1.07,0.63,1.88,-0.17,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,46,Bulgaria,6,0.52,2.48,-1.96,0.5,3.17,-0.02,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,47,Azerbaijan,6,0.46,2.21,-1.75,0.5,2.67,0.04,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,48,San Marino,8,0.45,2.61,-2.16,0.25,4.88,-0.2,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,49,Gibraltar,8,0.41,2.72,-2.31,0.38,3.5,-0.03,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
UEFA,WC Qualification Europe,2026,50,Liechtenstein,8,0.3,2.54,-2.24,0.0,3.88,-0.3,FootyStats,https://footystats.org/international/wc-qualification-europe/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,1,Hong Kong,8,2.62,1.23,1.39,1.0,2.13,-1.62,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,2,Singapore,8,1.94,0.63,1.31,1.0,3.13,-0.94,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,3,Iran,16,1.81,1.1,0.71,2.19,0.75,0.38,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,4,Uzbekistan,16,1.76,1.13,0.63,1.69,0.69,-0.07,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,5,South Korea,16,1.66,0.74,0.92,2.5,0.5,0.84,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,6,Bangladesh,8,1.59,1.42,0.17,0.5,2.75,-1.09,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,7,Afghanistan,8,1.56,1.01,0.55,0.63,1.75,-0.93,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,8,Japan,16,1.52,0.65,0.87,3.38,0.19,1.86,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,9,Saudi Arabia,18,1.5,1.0,0.5,1.22,0.72,-0.28,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,10,Yemen,8,1.43,0.91,0.52,1.13,1.25,-0.3,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,11,Maldives,2,1.42,1.59,-0.17,1.0,1.5,-0.42,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,12,North Korea,16,1.4,1.73,-0.33,1.25,1.75,-0.15,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,13,Nepal,8,1.32,1.01,0.31,0.5,2.63,-0.82,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,14,United Arab Emirates,20,1.3,1.26,0.04,1.8,0.8,0.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,15,Palestine,16,1.29,1.23,0.06,1.0,1.19,-0.29,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,16,Jordan,16,1.28,1.16,0.12,2.0,0.75,0.72,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,17,Indonesia,20,1.28,1.31,-0.03,1.55,1.6,0.27,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,18,Bhutan,2,1.23,2.62,-1.39,1.0,2.0,-0.23,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,19,Qatar,18,1.22,1.45,-0.23,2.06,1.56,0.84,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,20,Kyrgyzstan,16,1.14,1.7,-0.56,1.56,1.56,0.42,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,21,Cambodia,2,1.13,0.56,0.57,0.0,0.5,-1.13,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,22,New Zealand,2,1.13,1.12,0.01,0.5,2.0,-0.63,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,23,Bahrain,16,1.11,1.17,-0.06,1.0,1.19,-0.11,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,24,Oman,16,1.09,1.31,-0.22,1.25,0.88,0.16,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,25,Iraq,20,1.05,1.21,-0.16,1.5,0.65,0.45,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,26,Mongolia,2,1.01,1.56,-0.55,0.0,1.0,-1.01,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,27,Laos,2,1.01,1.32,-0.31,0.5,1.0,-0.51,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,28,Australia,16,0.97,1.13,-0.16,2.38,0.44,1.41,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,29,Sri Lanka,2,0.91,1.43,-0.52,0.5,2.0,-0.41,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,30,China,16,0.87,1.47,-0.6,1.0,1.81,0.13,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,31,Kuwait,16,0.79,1.82,-1.03,0.81,1.63,0.02,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,32,Guam,2,0.63,1.94,-1.31,0.5,1.5,-0.13,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,33,Pakistan,8,0.56,1.13,-0.57,0.25,3.25,-0.31,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,34,Brunei Darussalam,2,0.47,2.24,-1.77,0.0,6.0,-0.47,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,35,Taiwan,8,0.4,-0.44,0.84,1.13,2.13,0.73,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,36,India,6,0.0,0.0,0.0,0.5,1.17,0.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,37,Syria,6,0.0,0.0,0.0,1.5,2.0,1.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,38,Tajikistan,6,0.0,0.0,0.0,1.83,1.17,1.83,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,39,Lebanon,6,0.0,0.0,0.0,0.83,1.33,0.83,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,40,Malaysia,6,0.0,0.0,0.0,1.5,1.5,1.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,41,Turkmenistan,6,0.0,0.0,0.0,0.67,2.33,0.67,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,42,Philippines,6,0.0,0.0,0.0,0.5,2.33,0.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,43,Vietnam,6,0.0,0.0,0.0,1.0,1.67,1.0,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,44,Thailand,6,0.0,0.0,0.0,1.5,1.5,1.5,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,45,Myanmar,8,-0.13,-0.31,0.18,1.0,3.63,1.13,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,46,Macau,2,-0.31,-0.13,-0.18,0.5,2.5,0.81,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
AFC,WC Qualification Asia,2026,47,Timor-Leste,2,-0.44,0.4,-0.84,0.0,3.5,0.44,FootyStats,https://footystats.org/international/wc-qualification-asia/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,1,Morocco,8,1.82,0.58,1.24,2.75,0.25,0.93,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,2,Ivory Coast,10,1.77,0.57,1.2,2.5,0.0,0.73,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,3,Tunisia,10,1.63,0.92,0.71,2.2,0.0,0.57,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,4,Senegal,10,1.61,0.93,0.68,2.2,0.3,0.59,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,5,Egypt,10,1.58,0.7,0.88,2.0,0.2,0.42,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,6,Cameroon,11,1.57,0.93,0.64,1.55,0.55,-0.02,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,7,Mali,10,1.56,0.7,0.86,1.7,0.6,0.14,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,8,Burkina Faso,10,1.55,1.05,0.5,2.3,0.8,0.75,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,9,Ghana,10,1.48,0.93,0.55,2.3,0.6,0.82,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,10,Nigeria,12,1.41,0.77,0.64,1.67,0.83,0.26,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,11,Gambia,10,1.41,1.09,0.32,2.7,1.8,1.29,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
