match_id,scenario_id,field,processed_value,candidate_value,is_same
WC2026-C29,S02_low_block_survival,score_family,0-0;1-0;1-1;2-0,0-0;1-0;1-1;2-0,true
WC2026-C29,S02_low_block_survival,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S02_low_block_survival,evidence_summary,,,true
WC2026-C29,S02_low_block_survival,weight_gates,{},{},true
WC2026-C29,S02_low_block_survival,evidence_refs,,,true
WC2026-C29,S02_low_block_survival,data_confidence,0.72,0.72,true
WC2026-C29,S02_low_block_survival,is_fallback,false,false,true
WC2026-C29,S02_low_block_survival,fallback_reason,,,true
WC2026-C29,S02_low_block_survival,fallback_fields,,,true
WC2026-C29,S02_low_block_survival,fallback_ratio,0,0,true
WC2026-C29,S02_low_block_survival,fallback_confidence_cap,,,true
WC2026-C29,S02_low_block_survival,precision_warning,,,true
WC2026-C29,S02_low_block_survival,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S02_low_block_survival,__row_hash__,58bc91fc8210e2c86aea057ca454d57741a62b03083184a4112acc2de948a502,58bc91fc8210e2c86aea057ca454d57741a62b03083184a4112acc2de948a502,true
WC2026-C29,S03_wide_overload_crossfire,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S03_wide_overload_crossfire,home,Brazil,Brazil,true
WC2026-C29,S03_wide_overload_crossfire,away,Haiti,Haiti,true
WC2026-C29,S03_wide_overload_crossfire,scenario_id,S03_wide_overload_crossfire,S03_wide_overload_crossfire,true
WC2026-C29,S03_wide_overload_crossfire,scenario_name,边路错位被持续打穿,边路错位被持续打穿,true
WC2026-C29,S03_wide_overload_crossfire,raw_base_weight,0.1,0.1,true
WC2026-C29,S03_wide_overload_crossfire,raw_tactical_delta,0.0901,0.0901,true
WC2026-C29,S03_wide_overload_crossfire,raw_player_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,raw_source_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,raw_probability_context_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,raw_total_score,0.1901,0.1901,true
WC2026-C29,S03_wide_overload_crossfire,normalized_weight,0.067873,0.067873,true
WC2026-C29,S03_wide_overload_crossfire,base_weight,0.1,0.1,true
WC2026-C29,S03_wide_overload_crossfire,tactical_delta,0.0901,0.0901,true
WC2026-C29,S03_wide_overload_crossfire,player_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,source_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,probability_context_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,weight,0.067873,0.067873,true
WC2026-C29,S03_wide_overload_crossfire,final_weight_deprecated,0.067873,0.067873,true
WC2026-C29,S03_wide_overload_crossfire,scenario_ranking_weight,0.067873,0.067873,true
WC2026-C29,S03_wide_overload_crossfire,home_lambda_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,away_lambda_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,variance_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,over25_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,btts_delta,0,0,true
WC2026-C29,S03_wide_overload_crossfire,htft_bias,胜/胜;平/胜;负/负;平/负,胜/胜;平/胜;负/负;平/负,true
WC2026-C29,S03_wide_overload_crossfire,htft_bias_semantic,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,true
WC2026-C29,S03_wide_overload_crossfire,score_family,2-1;3-1;3-2,2-1;3-1;3-2,true
WC2026-C29,S03_wide_overload_crossfire,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S03_wide_overload_crossfire,evidence_summary,,,true
WC2026-C29,S03_wide_overload_crossfire,weight_gates,{},{},true
WC2026-C29,S03_wide_overload_crossfire,evidence_refs,,,true
WC2026-C29,S03_wide_overload_crossfire,data_confidence,0.72,0.72,true
WC2026-C29,S03_wide_overload_crossfire,is_fallback,false,false,true
WC2026-C29,S03_wide_overload_crossfire,fallback_reason,,,true
WC2026-C29,S03_wide_overload_crossfire,fallback_fields,,,true
WC2026-C29,S03_wide_overload_crossfire,fallback_ratio,0,0,true
WC2026-C29,S03_wide_overload_crossfire,fallback_confidence_cap,,,true
WC2026-C29,S03_wide_overload_crossfire,precision_warning,,,true
WC2026-C29,S03_wide_overload_crossfire,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S03_wide_overload_crossfire,__row_hash__,5537fe74566d1c4c11362f397ed84beb5870b7b266da05a29d94a57efa6cad67,5537fe74566d1c4c11362f397ed84beb5870b7b266da05a29d94a57efa6cad67,true
WC2026-C29,S04_press_trap_turnover_goal,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S04_press_trap_turnover_goal,home,Brazil,Brazil,true
WC2026-C29,S04_press_trap_turnover_goal,away,Haiti,Haiti,true
WC2026-C29,S04_press_trap_turnover_goal,scenario_id,S04_press_trap_turnover_goal,S04_press_trap_turnover_goal,true
WC2026-C29,S04_press_trap_turnover_goal,scenario_name,高压陷阱制造前场失误,高压陷阱制造前场失误,true
WC2026-C29,S04_press_trap_turnover_goal,raw_base_weight,0.1,0.1,true
WC2026-C29,S04_press_trap_turnover_goal,raw_tactical_delta,0.1515,0.1515,true
WC2026-C29,S04_press_trap_turnover_goal,raw_player_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,raw_source_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,raw_probability_context_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,raw_total_score,0.2515,0.2515,true
WC2026-C29,S04_press_trap_turnover_goal,normalized_weight,0.089789,0.089789,true
WC2026-C29,S04_press_trap_turnover_goal,base_weight,0.1,0.1,true
WC2026-C29,S04_press_trap_turnover_goal,tactical_delta,0.1515,0.1515,true
WC2026-C29,S04_press_trap_turnover_goal,player_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,source_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,probability_context_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,weight,0.089789,0.089789,true
WC2026-C29,S04_press_trap_turnover_goal,final_weight_deprecated,0.089789,0.089789,true
WC2026-C29,S04_press_trap_turnover_goal,scenario_ranking_weight,0.089789,0.089789,true
WC2026-C29,S04_press_trap_turnover_goal,home_lambda_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,away_lambda_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,variance_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,over25_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,btts_delta,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,htft_bias,胜/胜;负/负,胜/胜;负/负,true
WC2026-C29,S04_press_trap_turnover_goal,htft_bias_semantic,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,true
WC2026-C29,S04_press_trap_turnover_goal,score_family,1-0;2-0;2-1;3-1,1-0;2-0;2-1;3-1,true
WC2026-C29,S04_press_trap_turnover_goal,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S04_press_trap_turnover_goal,evidence_summary,,,true
WC2026-C29,S04_press_trap_turnover_goal,weight_gates,{},{},true
WC2026-C29,S04_press_trap_turnover_goal,evidence_refs,,,true
WC2026-C29,S04_press_trap_turnover_goal,data_confidence,0.72,0.72,true
WC2026-C29,S04_press_trap_turnover_goal,is_fallback,false,false,true
WC2026-C29,S04_press_trap_turnover_goal,fallback_reason,,,true
WC2026-C29,S04_press_trap_turnover_goal,fallback_fields,,,true
WC2026-C29,S04_press_trap_turnover_goal,fallback_ratio,0,0,true
WC2026-C29,S04_press_trap_turnover_goal,fallback_confidence_cap,,,true
WC2026-C29,S04_press_trap_turnover_goal,precision_warning,,,true
WC2026-C29,S04_press_trap_turnover_goal,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S04_press_trap_turnover_goal,__row_hash__,8e42e2ebbc648737446f4c9290970525455a9ff0dbd1e96f3f362ecd90df486c,8e42e2ebbc648737446f4c9290970525455a9ff0dbd1e96f3f362ecd90df486c,true
WC2026-C29,S05_high_line_vs_runner,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S05_high_line_vs_runner,home,Brazil,Brazil,true
WC2026-C29,S05_high_line_vs_runner,away,Haiti,Haiti,true
WC2026-C29,S05_high_line_vs_runner,scenario_id,S05_high_line_vs_runner,S05_high_line_vs_runner,true
WC2026-C29,S05_high_line_vs_runner,scenario_name,高位防线被速度型前锋反复冲身后,高位防线被速度型前锋反复冲身后,true
WC2026-C29,S05_high_line_vs_runner,raw_base_weight,0.1,0.1,true
WC2026-C29,S05_high_line_vs_runner,raw_tactical_delta,0.1867,0.1867,true
WC2026-C29,S05_high_line_vs_runner,raw_player_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,raw_source_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,raw_probability_context_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,raw_total_score,0.2867,0.2867,true
WC2026-C29,S05_high_line_vs_runner,normalized_weight,0.102345,0.102345,true
WC2026-C29,S05_high_line_vs_runner,base_weight,0.1,0.1,true
WC2026-C29,S05_high_line_vs_runner,tactical_delta,0.1867,0.1867,true
WC2026-C29,S05_high_line_vs_runner,player_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,source_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,probability_context_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,weight,0.102345,0.102345,true
WC2026-C29,S05_high_line_vs_runner,final_weight_deprecated,0.102345,0.102345,true
WC2026-C29,S05_high_line_vs_runner,scenario_ranking_weight,0.102345,0.102345,true
WC2026-C29,S05_high_line_vs_runner,home_lambda_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,away_lambda_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,variance_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,over25_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,btts_delta,0,0,true
WC2026-C29,S05_high_line_vs_runner,htft_bias,负/负;平/负;胜/负;胜/胜,负/负;平/负;胜/负;胜/胜,true
WC2026-C29,S05_high_line_vs_runner,htft_bias_semantic,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,true
WC2026-C29,S05_high_line_vs_runner,score_family,1-2;2-2;2-3;1-3,1-2;2-2;2-3;1-3,true
WC2026-C29,S05_high_line_vs_runner,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S05_high_line_vs_runner,evidence_summary,,,true
WC2026-C29,S05_high_line_vs_runner,weight_gates,{},{},true
WC2026-C29,S05_high_line_vs_runner,evidence_refs,,,true
WC2026-C29,S05_high_line_vs_runner,data_confidence,0.72,0.72,true
WC2026-C29,S05_high_line_vs_runner,is_fallback,false,false,true
WC2026-C29,S05_high_line_vs_runner,fallback_reason,,,true
WC2026-C29,S05_high_line_vs_runner,fallback_fields,,,true
WC2026-C29,S05_high_line_vs_runner,fallback_ratio,0,0,true
WC2026-C29,S05_high_line_vs_runner,fallback_confidence_cap,,,true
WC2026-C29,S05_high_line_vs_runner,precision_warning,,,true
WC2026-C29,S05_high_line_vs_runner,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S05_high_line_vs_runner,__row_hash__,37c88af2fe9930bc1c0a0b49537e06bf6a6384617764ea99dea9e46411ad9fc4,37c88af2fe9930bc1c0a0b49537e06bf6a6384617764ea99dea9e46411ad9fc4,true
WC2026-C29,S06_set_piece_breakthrough,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S06_set_piece_breakthrough,home,Brazil,Brazil,true
WC2026-C29,S06_set_piece_breakthrough,away,Haiti,Haiti,true
WC2026-C29,S06_set_piece_breakthrough,scenario_id,S06_set_piece_breakthrough,S06_set_piece_breakthrough,true
WC2026-C29,S06_set_piece_breakthrough,scenario_name,定位球成为破局点,定位球成为破局点,true
WC2026-C29,S06_set_piece_breakthrough,raw_base_weight,0.1,0.1,true
WC2026-C29,S06_set_piece_breakthrough,raw_tactical_delta,0.1001,0.1001,true
WC2026-C29,S06_set_piece_breakthrough,raw_player_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,raw_source_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,raw_probability_context_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,raw_total_score,0.2001,0.2001,true
WC2026-C29,S06_set_piece_breakthrough,normalized_weight,0.071447,0.071447,true
WC2026-C29,S06_set_piece_breakthrough,base_weight,0.1,0.1,true
WC2026-C29,S06_set_piece_breakthrough,tactical_delta,0.1001,0.1001,true
WC2026-C29,S06_set_piece_breakthrough,player_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,source_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,probability_context_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,weight,0.071447,0.071447,true
WC2026-C29,S06_set_piece_breakthrough,final_weight_deprecated,0.071447,0.071447,true
WC2026-C29,S06_set_piece_breakthrough,scenario_ranking_weight,0.071447,0.071447,true
WC2026-C29,S06_set_piece_breakthrough,home_lambda_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,away_lambda_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,variance_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,over25_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,btts_delta,0,0,true
WC2026-C29,S06_set_piece_breakthrough,htft_bias,胜/胜;平/胜;平/负,胜/胜;平/胜;平/负,true
WC2026-C29,S06_set_piece_breakthrough,htft_bias_semantic,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,true
WC2026-C29,S06_set_piece_breakthrough,score_family,1-0;2-0;2-1;1-1,1-0;2-0;2-1;1-1,true
WC2026-C29,S06_set_piece_breakthrough,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S06_set_piece_breakthrough,evidence_summary,,,true
WC2026-C29,S06_set_piece_breakthrough,weight_gates,{},{},true
WC2026-C29,S06_set_piece_breakthrough,evidence_refs,,,true
WC2026-C29,S06_set_piece_breakthrough,data_confidence,0.72,0.72,true
WC2026-C29,S06_set_piece_breakthrough,is_fallback,false,false,true
WC2026-C29,S06_set_piece_breakthrough,fallback_reason,,,true
WC2026-C29,S06_set_piece_breakthrough,fallback_fields,,,true
WC2026-C29,S06_set_piece_breakthrough,fallback_ratio,0,0,true
WC2026-C29,S06_set_piece_breakthrough,fallback_confidence_cap,,,true
WC2026-C29,S06_set_piece_breakthrough,precision_warning,,,true
WC2026-C29,S06_set_piece_breakthrough,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S06_set_piece_breakthrough,__row_hash__,e0cce1f19ec327ce9e277eb7ffd61620729597bdb7980a99bc826852b1cb55c7,e0cce1f19ec327ce9e277eb7ffd61620729597bdb7980a99bc826852b1cb55c7,true
WC2026-C29,S07_late_chase_open_game,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S07_late_chase_open_game,home,Brazil,Brazil,true
WC2026-C29,S07_late_chase_open_game,away,Haiti,Haiti,true
WC2026-C29,S07_late_chase_open_game,scenario_id,S07_late_chase_open_game,S07_late_chase_open_game,true
WC2026-C29,S07_late_chase_open_game,scenario_name,末段追分压上导致开放式尾段,末段追分压上导致开放式尾段,true
WC2026-C29,S07_late_chase_open_game,raw_base_weight,0.1,0.1,true
WC2026-C29,S07_late_chase_open_game,raw_tactical_delta,0.1225,0.1225,true
WC2026-C29,S07_late_chase_open_game,raw_player_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,raw_source_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,raw_probability_context_delta,0.0405,0.0405,true
WC2026-C29,S07_late_chase_open_game,raw_total_score,0.263,0.263,true
WC2026-C29,S07_late_chase_open_game,normalized_weight,0.093887,0.093887,true
WC2026-C29,S07_late_chase_open_game,base_weight,0.1,0.1,true
WC2026-C29,S07_late_chase_open_game,tactical_delta,0.1225,0.1225,true
WC2026-C29,S07_late_chase_open_game,player_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,source_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,probability_context_delta,0.0405,0.0405,true
WC2026-C29,S07_late_chase_open_game,weight,0.093887,0.093887,true
WC2026-C29,S07_late_chase_open_game,final_weight_deprecated,0.093887,0.093887,true
WC2026-C29,S07_late_chase_open_game,scenario_ranking_weight,0.093887,0.093887,true
WC2026-C29,S07_late_chase_open_game,home_lambda_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,away_lambda_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,variance_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,over25_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,btts_delta,0,0,true
WC2026-C29,S07_late_chase_open_game,htft_bias,平/胜;平/负;负/平;胜/平;负/胜;胜/负,平/胜;平/负;负/平;胜/平;负/胜;胜/负,true
WC2026-C29,S07_late_chase_open_game,htft_bias_semantic,draw_ht|favorite_wins_ft;underdog_holds_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;draw_ht|underdog_wins_ft,draw_ht|favorite_wins_ft;underdog_holds_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;draw_ht|underdog_wins_ft,true
WC2026-C29,S07_late_chase_open_game,score_family,2-1;1-2;2-2;3-2;2-3,2-1;1-2;2-2;3-2;2-3,true
WC2026-C29,S07_late_chase_open_game,triggered_by,auto_matchup_features+capped_by_competition_context,auto_matchup_features+capped_by_competition_context,true
WC2026-C29,S07_late_chase_open_game,evidence_summary,,,true
WC2026-C29,S07_late_chase_open_game,weight_gates,"{""competition_late_chase_cap"":{""context_used"":true,""late_chase_suppression"":0.0227,""late_draw_control_index"":0.0505}}","{""competition_late_chase_cap"":{""context_used"":true,""late_chase_suppression"":0.0227,""late_draw_control_index"":0.0505}}",true
WC2026-C29,S07_late_chase_open_game,evidence_refs,,,true
WC2026-C29,S07_late_chase_open_game,data_confidence,0.72,0.72,true
WC2026-C29,S07_late_chase_open_game,is_fallback,false,false,true
WC2026-C29,S07_late_chase_open_game,fallback_reason,,,true
WC2026-C29,S07_late_chase_open_game,fallback_fields,,,true
WC2026-C29,S07_late_chase_open_game,fallback_ratio,0,0,true
WC2026-C29,S07_late_chase_open_game,fallback_confidence_cap,,,true
WC2026-C29,S07_late_chase_open_game,precision_warning,,,true
WC2026-C29,S07_late_chase_open_game,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S07_late_chase_open_game,__row_hash__,f9f0c24ba837e6af52baf59167f26aa76669665a64f9560078ba969329c86028,f9f0c24ba837e6af52baf59167f26aa76669665a64f9560078ba969329c86028,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,home,Brazil,Brazil,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,away,Haiti,Haiti,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,scenario_id,S08_strict_ref_card_penalty_chaos,S08_strict_ref_card_penalty_chaos,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,scenario_name,严哨/红牌/身体对抗混沌,严哨/红牌/身体对抗混沌,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_base_weight,0.1,0.1,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_tactical_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_player_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_source_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_probability_context_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,raw_total_score,0.1,0.1,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,normalized_weight,0.035701,0.035701,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,base_weight,0.1,0.1,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,tactical_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,player_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,source_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,probability_context_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,weight,0.035701,0.035701,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,final_weight_deprecated,0.035701,0.035701,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,scenario_ranking_weight,0.035701,0.035701,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,home_lambda_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,away_lambda_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,variance_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,over25_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,btts_delta,0,0,true
WC2026-C29,S08_strict_ref_card_penalty_chaos,htft_bias,胜/负;负/胜;平/胜;平/负,胜/负;负/胜;平/胜;平/负,true
