snapshot_id,match_id,as_of_utc,kickoff_utc,home,away,home_path_state,away_path_state,home_state_reason_code,away_state_reason_code,route_pressure_label,route_preference_label,first_place_incentive,second_place_acceptance,third_place_risk,draw_acceptance_modifier,late_push_modifier,rotation_modifier,route_explanation,home_route_preference_label,away_route_preference_label,home_first_place_utility,away_first_place_utility,home_second_place_utility,away_second_place_utility,home_route_utility_first,away_route_utility_first,home_route_utility_second,away_route_utility_second,home_route_preference_delta,away_route_preference_delta,home_expected_route_difficulty_first,away_expected_route_difficulty_first,home_expected_route_difficulty_second,away_expected_route_difficulty_second,home_route_uncertainty,away_route_uncertainty,home_annex_scenarios_covered,away_annex_scenarios_covered,home_third_place_risk,away_third_place_risk,home_draw_acceptance_modifier,away_draw_acceptance_modifier,home_late_push_modifier,away_late_push_modifier,home_rotation_modifier,away_rotation_modifier,home_route_avoidance_applicable,away_route_avoidance_applicable,home_route_strength,away_route_strength
WC2026_GROUP_20260620_PRE_F35,WC2026-F35,2026-06-20T16:59:00Z,2026-06-20T17:00:00Z,Netherlands,Sweden,must_win,control_destiny,MUST_WIN_SURVIVAL,CONTROL_DESTINY,must_chase_first,Netherlands:must_chase_first; Sweden:route_avoidance_blocked_by_qualification_need,0.25,0.167,0.219,0.0,0.03,0.0,Netherlands qual=0.642 route_delta=0.0; Sweden qual=0.9203 route_delta=0.2335,must_chase_first,route_avoidance_blocked_by_qualification_need,0.25,0.25,0.167,0.167,0.25,0.25,0.167,0.167,0.0,0.2335,0.75,0.75,0.8334,0.8334,0.1929,0.1929,0,0,0.358,0.08,0.0,0.0,0.06,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-F36,2026-06-21T03:59:00Z,2026-06-21T04:00:00Z,Tunisia,Japan,must_win_big,must_win,R2_ZERO_POINTS_SURVIVAL,MUST_WIN_SURVIVAL,must_chase_first,Tunisia:must_chase_first; Japan:must_chase_first,0.25,0.167,0.455,0.0,0.06,0.0,Tunisia qual=0.3875 route_delta=0.0; Japan qual=0.7042 route_delta=0.3169,must_chase_first,must_chase_first,0.25,0.25,0.167,0.167,0.25,0.25,0.167,0.167,0.0,0.3169,0.75,0.75,0.8334,0.8334,0.1929,0.1929,0,0,0.613,0.296,0.0,0.0,0.06,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-H37,2026-06-21T21:59:00Z,2026-06-21T22:00:00Z,Uruguay,Cape Verde,open_group,open_group,OPEN_GROUP_TIED_ON_ONE,OPEN_GROUP_TIED_ON_ONE,neutral_route,Uruguay:route_avoidance_blocked_by_qualification_need; Cape Verde:route_avoidance_blocked_by_qualification_need,0.272,0.146,0.339,0.0,0.0,0.0,Uruguay qual=0.754 route_delta=0.2119; Cape Verde qual=0.5691 route_delta=0.0,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.272,0.272,0.146,0.146,0.272,0.272,0.146,0.146,0.2119,0.0,0.7284,0.7284,0.8543,0.8543,0.2147,0.2147,0,0,0.246,0.431,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-H38,2026-06-21T15:59:00Z,2026-06-21T16:00:00Z,Spain,Saudi Arabia,open_group,open_group,OPEN_GROUP_TIED_ON_ONE,OPEN_GROUP_TIED_ON_ONE,neutral_route,Spain:route_avoidance_blocked_by_qualification_need; Saudi Arabia:route_avoidance_blocked_by_qualification_need,0.272,0.146,0.326,0.0,0.0,0.0,Spain qual=0.6435 route_delta=0.0; Saudi Arabia qual=0.7045 route_delta=0.3378,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.272,0.272,0.146,0.146,0.272,0.272,0.146,0.146,0.0,0.3378,0.7284,0.7284,0.8543,0.8543,0.2147,0.2147,0,0,0.357,0.295,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-G39,2026-06-21T18:59:00Z,2026-06-21T19:00:00Z,Belgium,Iran,open_group,open_group,OPEN_GROUP_TIED_ON_ONE,OPEN_GROUP_TIED_ON_ONE,neutral_route,Belgium:route_avoidance_blocked_by_qualification_need; Iran:route_avoidance_blocked_by_qualification_need,0.476,0.45,0.326,0.0,0.0,0.0,Belgium qual=0.6435 route_delta=0.0; Iran qual=0.7045 route_delta=0.0335,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.476,0.476,0.45,0.45,0.476,0.476,0.45,0.45,0.0,0.0335,0.5243,0.5243,0.55,0.55,0.181,0.181,495,495,0.357,0.295,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-G40,2026-06-22T00:59:00Z,2026-06-22T01:00:00Z,New Zealand,Egypt,open_group,open_group,OPEN_GROUP_TIED_ON_ONE,OPEN_GROUP_TIED_ON_ONE,neutral_route,New Zealand:route_avoidance_blocked_by_qualification_need; Egypt:route_avoidance_blocked_by_qualification_need,0.476,0.45,0.339,0.0,0.0,0.0,New Zealand qual=0.754 route_delta=0.0078; Egypt qual=0.5691 route_delta=0.0,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.476,0.476,0.45,0.45,0.476,0.476,0.45,0.45,0.0078,0.0,0.5243,0.5243,0.55,0.55,0.181,0.181,495,495,0.246,0.431,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-I41,2026-06-22T23:59:00Z,2026-06-23T00:00:00Z,Norway,Senegal,control_destiny,must_win,CONTROL_DESTINY,R2_ZERO_POINTS_SURVIVAL,must_chase_first,Norway:route_avoidance_blocked_by_qualification_need; Senegal:must_chase_first,0.371,0.396,0.314,0.0,0.03,0.0,Norway qual=0.9416 route_delta=0.1128; Senegal qual=0.4313 route_delta=0.0,route_avoidance_blocked_by_qualification_need,must_chase_first,0.371,0.371,0.396,0.396,0.371,0.371,0.396,0.396,0.1128,0.0,0.6293,0.6293,0.6037,0.6037,0.2152,0.2152,495,495,0.058,0.569,0.0,0.0,0.0,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-I42,2026-06-22T20:59:00Z,2026-06-22T21:00:00Z,France,Iraq,must_not_lose,must_win_big,R2_THREE_POINTS_DRAW_TO_FOUR,R2_ZERO_POINTS_SURVIVAL,must_chase_first,France:route_avoidance_blocked_by_qualification_need; Iraq:must_chase_first,0.371,0.396,0.373,0.0,0.03,0.0,France qual=0.9323 route_delta=0.0872; Iraq qual=0.3215 route_delta=0.0,route_avoidance_blocked_by_qualification_need,must_chase_first,0.371,0.371,0.396,0.396,0.371,0.371,0.396,0.396,0.0872,0.0,0.6293,0.6293,0.6037,0.6037,0.2152,0.2152,495,495,0.068,0.678,0.0,0.0,0.0,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-J43,2026-06-22T16:59:00Z,2026-06-22T17:00:00Z,Argentina,Austria,control_destiny,must_not_lose,CONTROL_DESTINY,R2_THREE_POINTS_DRAW_TO_FOUR,neutral_route,Argentina:route_avoidance_blocked_by_qualification_need; Austria:route_avoidance_blocked_by_qualification_need,0.5,0.438,0.063,0.0,0.0,0.0,Argentina qual=0.9416 route_delta=0.0; Austria qual=0.9323 route_delta=0.0624,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.5,0.5,0.438,0.438,0.5,0.5,0.438,0.438,0.0,0.0624,0.5,0.5,0.5624,0.5624,0.2461,0.2461,0,0,0.058,0.068,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-J44,2026-06-23T02:59:00Z,2026-06-23T03:00:00Z,Jordan,Algeria,must_win,must_win_big,R2_ZERO_POINTS_SURVIVAL,R2_ZERO_POINTS_SURVIVAL,must_chase_first,Jordan:must_chase_first; Algeria:must_chase_first,0.5,0.438,0.623,0.0,0.06,0.0,Jordan qual=0.4313 route_delta=0.0165; Algeria qual=0.3215 route_delta=0.0165,must_chase_first,must_chase_first,0.5,0.5,0.438,0.438,0.5,0.5,0.438,0.438,0.0165,0.0165,0.5,0.5,0.5624,0.5624,0.2461,0.2461,0,0,0.569,0.678,0.0,0.0,0.06,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-L45,2026-06-23T19:59:00Z,2026-06-23T20:00:00Z,England,Ghana,control_destiny,must_not_lose,CONTROL_DESTINY,R2_THREE_POINTS_DRAW_TO_FOUR,neutral_route,England:route_avoidance_blocked_by_qualification_need; Ghana:route_avoidance_blocked_by_qualification_need,0.432,0.426,0.061,0.0,0.0,0.0,England qual=0.9431 route_delta=0.0513; Ghana qual=0.9342 route_delta=0.0576,route_avoidance_blocked_by_qualification_need,route_avoidance_blocked_by_qualification_need,0.432,0.432,0.426,0.426,0.432,0.432,0.426,0.426,0.0513,0.0576,0.5678,0.5678,0.5741,0.5741,0.2225,0.2225,495,495,0.057,0.066,0.0,0.0,0.0,0.0,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-L46,2026-06-23T22:59:00Z,2026-06-23T23:00:00Z,Panama,Croatia,must_win,must_win,R2_ZERO_POINTS_SURVIVAL,R2_ZERO_POINTS_SURVIVAL,must_chase_first,Panama:must_chase_first; Croatia:must_chase_first,0.432,0.426,0.619,0.0,0.06,0.0,Panama qual=0.4367 route_delta=0.0; Croatia qual=0.3252 route_delta=0.0,must_chase_first,must_chase_first,0.432,0.432,0.426,0.426,0.432,0.432,0.426,0.426,0.0,0.0,0.5678,0.5678,0.5741,0.5741,0.2225,0.2225,495,495,0.563,0.675,0.0,0.0,0.06,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-K47,2026-06-23T16:59:00Z,2026-06-23T17:00:00Z,Portugal,Uzbekistan,must_win,must_win,MUST_WIN_SURVIVAL,R2_ZERO_POINTS_SURVIVAL,must_chase_first,Portugal:must_chase_first; Uzbekistan:must_chase_first,0.473,0.342,0.483,0.0,0.06,0.0,Portugal qual=0.6445 route_delta=0.0; Uzbekistan qual=0.3896 route_delta=0.0,must_chase_first,must_chase_first,0.473,0.473,0.342,0.342,0.473,0.473,0.342,0.342,0.0,0.0,0.5273,0.5273,0.658,0.658,0.2645,0.2645,495,495,0.356,0.61,0.0,0.0,0.06,0.06,0.0,0.0,false,false,none,none
WC2026_GROUP_20260620_PRE_F35,WC2026-K48,2026-06-24T01:59:00Z,2026-06-24T02:00:00Z,Colombia,DR Congo,control_destiny,must_win,CONTROL_DESTINY,MUST_WIN_SURVIVAL,neutral_route,Colombia:neutral_route; DR Congo:must_chase_first,0.473,0.342,0.186,0.0,0.03,0.0,Colombia qual=0.9212 route_delta=0.0108; DR Congo qual=0.7064 route_delta=0.1415,neutral_route,must_chase_first,0.473,0.473,0.342,0.342,0.473,0.473,0.342,0.342,0.0108,0.1415,0.5273,0.5273,0.658,0.658,0.2645,0.2645,495,495,0.079,0.294,0.0,0.0,0.0,0.06,0.0,0.0,true,false,none,none
